val_loss,train_loss,hist_val,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time

2.20557963848114,3.361914782493841,"[      0  6100.484   9409.816  15118.0205 21076.434  16919.537
 15112.177  14216.735  13553.823  13165.462  12901.88   12694.279
 12500.878  12325.739  12211.1455 12157.417  12147.007  12178.006
 12259.441  12425.254  12907.059  14208.803  15352.963  15936.676
 16181.057  16219.781  16102.224  15839.53   15455.327  15005.584
 14537.807  14078.638  13639.815  13210.268  12792.728  12386.467
 11986.132  11598.859  11221.776  10855.832  10500.39   10164.15
  9839.817   9532.809   9239.65    8953.107   8662.815   8375.5
  8092.5806  7793.5635  7488.812   7156.938   6804.07    6431.7725
  6039.4478  5614.4775  5129.055        0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0]",3686.4061529636383,False,,,1,2cf517d3,5800972571e74a22baeefd39568ea84b,2023-03-05_01-19-50,1677975590,3686.4061529636383,5888,DESKTOP-7ADNTS6,127.0.0.1,3686.4061529636383,0,1,0.003988742828369141

2.669818534690421,3.0254130644607358,"[ 5327.6523  7171.1143  9790.416  14398.663  21063.139  17226.574
 15287.832  14421.994  13866.005  13438.55   13129.152  12887.216
 12655.208  12548.313  12593.088  12719.647  12935.264  13374.857
 14341.283  15757.235  16688.164  16878.477  16556.18   15924.763
 15176.732  14461.664  13851.942  13319.209  12833.326  12381.005
 11947.985  11537.673  11138.325  10753.982  10387.531  10037.658
  9696.105   9371.664   9068.416   8749.3125  8442.998   8128.633
  7815.9688  7504.1484  7171.554   6813.2827  6421.756   6046.478
  5648.193   5150.374        0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0]",3743.7711164951324,False,,,2,2cf517d3,5800972571e74a22baeefd39568ea84b,2023-03-05_02-22-14,1677979334,7430.177269458771,5888,DESKTOP-7ADNTS6,127.0.0.1,7430.177269458771,0,2,0.003988742828369141

2.2053617803612724,3.3588122332585044,"[      0  6246.3257  9502.217  15151.846  21078.73   16875.62
 15100.128  14210.922  13552.703  13164.58   12900.621  12695.2
 12502.219  12325.647  12212.416  12156.304  12145.388  12177.185
 12254.536  12423.475  12922.009  14221.966  15357.178  15941.747
 16184.939  16223.47   16105.196  15840.348  15453.482  14999.347
 14527.109  14066.726  13625.208  13196.304  12777.357  12369.647
 11969.851  11583.4795 11206.267  10840.05   10483.607  10146.923
  9823.6455  9519.528   9226.456   8941.571   8648.856   8367.519
  8073.4927  7777.9204  7471.193   7133.6836  6776.905   6412.927
  6015.3135  5580.218   5109.7256       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0]",3765.882870197296,False,0,0,3,2cf517d3,5800972571e74a22baeefd39568ea84b,2023-03-05_22-51-02,1678053062,11196.060139656067,5888,DESKTOP-7ADNTS6,127.0.0.1,3765.882870197296,0,1,0.003988742828369141

2.6653838915517554,3.0245150507544167,"[ 5299.166   7195.001   9779.502  14174.463  21075.785  17104.701
 15224.133  14389.839  13855.222  13449.105  13141.664  12900.776
 12665.909  12556.41   12597.106  12727.117  12952.667  13420.214
 14398.838  15794.303  16708.617  16874.97   16531.742  15891.877
 15142.719  14434.188  13838.212  13320.951  12844.854  12405.373
 11984.999  11584.16   11194.169  10815.6045 10453.291  10098.693
  9762.8545  9440.874   9132.311   8822.879   8518.058   8205.347
  7897.897   7587.142   7261.5527  6911.038   6539.775   6158.042
  5770.399   5306.9893       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0]",3741.8781638145447,False,0,0,4,2cf517d3,5800972571e74a22baeefd39568ea84b,2023-03-05_23-53-24,1678056804,14937.938303470612,5888,DESKTOP-7ADNTS6,127.0.0.1,7507.761034011841,0,2,0.003988742828369141

2.0629646480083466,2.930248767195735,"[ 6945.4946  8524.327  10770.142  14842.794  21115.021  16283.173
 14794.921  14113.47   13615.414  13292.808  13018.15   12812.15
 12651.425  12468.787  12310.674  12254.862  12276.281  12393.064
 12686.866  13259.053  14174.267  15041.237  15641.439  15969.366
 16100.539  16084.523  15932.079  15646.515  15259.935  14824.079
 14362.264  13891.638  13421.572  12968.847  12533.843  12117.068
 11724.812  11351.083  10992.167  10649.916  10328.461  10020.299
  9727.955   9445.144   9177.739   8925.986   8678.197   8452.158
  8231.69    8013.828   7781.7485  7559.5605  7318.65    7050.067
  6773.3086  6469.2373  6162.3965  5805.7065  5473.726   5098.9243
  4661.3037       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0       0       0
       0       0       0       0]",3749.103942155838,False,0,0,5,2cf517d3,5800972571e74a22baeefd39568ea84b,2023-03-06_00-55-53,1678060553,18687.04224562645,5888,DESKTOP-7ADNTS6,127.0.0.1,11256.864976167679,0,3,0.003988742828369141

